ASMT_ID,EFF_METAID,SITE_ID,SITE_PID,METHOD,SUBMITYEAR,ASMT_YEAR,VERIF_EFF,ASMT_URL,INFO_URL,GOV_ACT,GOV_ASMT,DP_BIO,DP_OTHER,MGMT_OBSET,MGMT_OBMAN,MGMT_ADAPT,MGMT_STAFF,MGMT_BUDGT,MGMT_THRTS,MGMT_MON,OUT_BIO
17732,28,356514,,New South Wales State of Parks (NSW SOP),2004,2004,,Not Reported,,,,,,,,,,,,,
17737,28,356515,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
17738,28,356515,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
17739,28,356515,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
17741,28,356515,,New South Wales State of Parks (NSW SOP),2004,2004,,Not Reported,,,,,,,,,,,,,
17742,28,356515,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
17743,28,356518,,Queensland Rapid Assessment,2010,2010,,Not Reported,,,,,,,,,,,,,
17744,28,356519,,Queensland Rapid Assessment,2010,2010,,Not Reported,,,,,,,,,,,,,
17745,28,356519,,Queensland Rapid Assessment,2012,2012,,Not Reported,,,,,,,,,,,,,
17765,28,356521,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
17766,28,356521,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
17767,28,356521,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
17768,28,356521,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
17770,28,356521,,New South Wales State of Parks (NSW SOP),2004,2004,,Not Reported,,,,,,,,,,,,,
17782,28,356528,,Victoria State of Parks (Victoria SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
17804,28,356534,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
17805,28,356534,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
17806,28,356534,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
17807,28,356534,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
17810,28,356537,,Victoria State of Parks (Victoria SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
17812,28,356538,,Victoria State of Parks (Victoria SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
17813,28,356538,,Victoria State of Parks (Victoria SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
17814,28,356538,,Victoria State of Parks (Victoria SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
17815,28,356541,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
17816,28,356541,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
17817,28,356541,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
17818,28,356541,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
17819,28,356541,,New South Wales State of Parks (NSW SOP),2004,2004,,Not Reported,,,,,,,,,,,,,
19667,28,356546,,Victoria State of Parks (Victoria SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
19668,28,356546,,Victoria State of Parks (Victoria SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
17829,28,356547,,Victoria State of Parks (Victoria SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
17863,28,356564,,Victoria State of Parks (Victoria SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
17864,28,356567,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
17865,28,356567,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
17866,28,356567,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
17867,28,356567,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
17873,28,356569,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
17874,28,356569,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
17875,28,356569,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
17876,28,356569,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
17877,28,356569,,New South Wales State of Parks (NSW SOP),2004,2004,,Not Reported,,,,,,,,,,,,,
17887,28,356589,,Victoria State of Parks (Victoria SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
17888,28,356589,,Victoria State of Parks (Victoria SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
17889,28,356589,,Victoria State of Parks (Victoria SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
17963,28,356621,,Victoria State of Parks (Victoria SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
17982,28,356647,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
17983,28,356647,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
17984,28,356647,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
17985,28,356647,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
17986,28,356647,,New South Wales State of Parks (NSW SOP),2004,2004,,Not Reported,,,,,,,,,,,,,
18022,28,356655,,Queensland Rapid Assessment,2010,2010,,Not Reported,,,,,,,,,,,,,
18023,28,356655,,Queensland Rapid Assessment,2012,2012,,Not Reported,,,,,,,,,,,,,
18025,28,356657,,Victoria State of Parks (Victoria SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
18026,28,356658,,Queensland Rapid Assessment,2010,2010,,Not Reported,,,,,,,,,,,,,
18027,28,356658,,Queensland Rapid Assessment,2012,2012,,Not Reported,,,,,,,,,,,,,
18055,28,356666,,Victoria State of Parks (Victoria SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
18056,28,356666,,Victoria State of Parks (Victoria SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
18460,28,356666,,Victoria State of Parks (Victoria SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
18104,28,356696,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
18105,28,356696,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
18106,28,356696,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
18107,28,356696,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
18109,28,356696,,New South Wales State of Parks (NSW SOP),2004,2004,,Not Reported,,,,,,,,,,,,,
18113,28,356700,,Queensland Rapid Assessment,2010,2010,,Not Reported,,,,,,,,,,,,,
18114,28,356700,,Queensland Rapid Assessment,2012,2012,,Not Reported,,,,,,,,,,,,,
18147,28,356713,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
18148,28,356713,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
18149,28,356713,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
18150,28,356713,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
18151,28,356713,,New South Wales State of Parks (NSW SOP),2004,2004,,Not Reported,,,,,,,,,,,,,
18270,28,356775,,Victoria State of Parks (Victoria SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
18271,28,356775,,Victoria State of Parks (Victoria SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
18294,28,356777,,Victoria State of Parks (Victoria SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
18295,28,356777,,Victoria State of Parks (Victoria SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
18296,28,356777,,Victoria State of Parks (Victoria SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
18304,28,356780,,Queensland Rapid Assessment,2010,2010,,Not Reported,,,,,,,,,,,,,
18305,28,356780,,Queensland Rapid Assessment,2012,2012,,Not Reported,,,,,,,,,,,,,
18314,28,356783,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
18315,28,356783,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
18316,28,356783,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
18317,28,356783,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
18318,28,356783,,New South Wales State of Parks (NSW SOP),2004,2004,,Not Reported,,,,,,,,,,,,,
18349,28,356790,,Victoria State of Parks (Victoria SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
18350,28,356790,,Victoria State of Parks (Victoria SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
18351,28,356790,,Victoria State of Parks (Victoria SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
18365,28,356797,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
18366,28,356797,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
18368,28,356797,,New South Wales State of Parks (NSW SOP),2004,2004,,Not Reported,,,,,,,,,,,,,
18397,28,356802,,Queensland Rapid Assessment,2010,2010,,Not Reported,,,,,,,,,,,,,
18398,28,356802,,Queensland Rapid Assessment,2012,2012,,Not Reported,,,,,,,,,,,,,
19321,28,356817,,Victoria State of Parks (Victoria SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
18466,28,356825,,Queensland Rapid Assessment,2010,2010,,Not Reported,,,,,,,,,,,,,
18468,28,356825,,Queensland Rapid Assessment,2012,2012,,Not Reported,,,,,,,,,,,,,
18515,28,356849,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
18516,28,356849,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
18517,28,356849,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
18518,28,356849,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
18519,28,356849,,New South Wales State of Parks (NSW SOP),2004,2004,,Not Reported,,,,,,,,,,,,,
18527,28,356852,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
18528,28,356852,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
18529,28,356852,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
18531,28,356852,,New South Wales State of Parks (NSW SOP),2004,2004,,Not Reported,,,,,,,,,,,,,
18532,28,356852,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
18551,28,356856,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
18552,28,356856,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
18553,28,356856,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
18554,28,356856,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
18555,28,356856,,New South Wales State of Parks (NSW SOP),2004,2004,,Not Reported,,,,,,,,,,,,,
18623,28,356886,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
18624,28,356886,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
18625,28,356886,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
18626,28,356886,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
18627,28,356886,,New South Wales State of Parks (NSW SOP),2004,2004,,Not Reported,,,,,,,,,,,,,
18628,28,356888,,Queensland Rapid Assessment,2010,2010,,Not Reported,,,,,,,,,,,,,
18629,28,356888,,Queensland Rapid Assessment,2012,2012,,Not Reported,,,,,,,,,,,,,
18630,28,356889,,Queensland Rapid Assessment,2010,2010,,Not Reported,,,,,,,,,,,,,
18631,28,356889,,Queensland Rapid Assessment,2012,2012,,Not Reported,,,,,,,,,,,,,
18670,28,356896,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
18671,28,356896,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
18672,28,356896,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
18673,28,356896,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
18675,28,356896,,New South Wales State of Parks (NSW SOP),2004,2004,,Not Reported,,,,,,,,,,,,,
18681,28,356904,,Queensland Rapid Assessment,2010,2010,,Not Reported,,,,,,,,,,,,,
18682,28,356904,,Queensland Rapid Assessment,2012,2012,,Not Reported,,,,,,,,,,,,,
18807,28,356941,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
18808,28,356941,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
18809,28,356941,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
18810,28,356941,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
18811,28,356941,,New South Wales State of Parks (NSW SOP),2004,2004,,Not Reported,,,,,,,,,,,,,
18823,28,356942,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
18824,28,356942,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
18833,28,356944,,Queensland Rapid Assessment,2010,2010,,Not Reported,,,,,,,,,,,,,
18834,28,356944,,Queensland Rapid Assessment,2012,2012,,Not Reported,,,,,,,,,,,,,
18835,28,356946,,Victoria State of Parks (Victoria SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
18841,28,356955,,New South Wales State of Parks (NSW SOP),2004,2004,,Not Reported,,,,,,,,,,,,,
18842,28,356955,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
18843,28,356955,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
18844,28,356955,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
18845,28,356955,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
18856,28,356967,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
18857,28,356967,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
18858,28,356967,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
18859,28,356967,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
18861,28,356967,,New South Wales State of Parks (NSW SOP),2004,2004,,Not Reported,,,,,,,,,,,,,
18888,28,356985,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
18889,28,356985,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
18890,28,356985,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
18891,28,356985,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
18896,28,356985,,New South Wales State of Parks (NSW SOP),2004,2004,,Not Reported,,,,,,,,,,,,,
18892,28,356986,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
18893,28,356986,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
18894,28,356986,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
18895,28,356986,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
18897,28,356986,,New South Wales State of Parks (NSW SOP),2004,2004,,Not Reported,,,,,,,,,,,,,
18898,28,356987,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
18899,28,356987,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
18900,28,356987,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
18901,28,356987,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
18902,28,356987,,New South Wales State of Parks (NSW SOP),2004,2004,,Not Reported,,,,,,,,,,,,,
18903,28,356988,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
18904,28,356988,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
18905,28,356988,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
18906,28,356988,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
18928,28,357014,,Queensland Rapid Assessment,2010,2010,,Not Reported,,,,,,,,,,,,,
18929,28,357014,,Queensland Rapid Assessment,2012,2012,,Not Reported,,,,,,,,,,,,,
18976,28,357026,,Victoria State of Parks (Victoria SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
18977,28,357026,,Victoria State of Parks (Victoria SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
19043,28,357053,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
19044,28,357053,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
19045,28,357053,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
19046,28,357053,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
19076,28,357095,,Victoria State of Parks (Victoria SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
19077,28,357095,,Victoria State of Parks (Victoria SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
19078,28,357095,,Victoria State of Parks (Victoria SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
19133,28,357137,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
19134,28,357137,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
19135,28,357137,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
19136,28,357137,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
19156,28,357150,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
19157,28,357150,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
19158,28,357150,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
19159,28,357150,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
19311,28,357233,,Victoria State of Parks (Victoria SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
19312,28,357233,,Victoria State of Parks (Victoria SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
19313,28,357233,,Victoria State of Parks (Victoria SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
19323,28,357248,,Victoria State of Parks (Victoria SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
19364,28,357275,,Queensland Rapid Assessment,2010,2010,,Not Reported,,,,,,,,,,,,,
19365,28,357275,,Queensland Rapid Assessment,2012,2012,,Not Reported,,,,,,,,,,,,,
19382,28,357285,,Victoria State of Parks (Victoria SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
19394,28,357286,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
19395,28,357286,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
19397,28,357286,,New South Wales State of Parks (NSW SOP),2004,2004,,Not Reported,,,,,,,,,,,,,
19402,28,357289,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
19403,28,357289,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
19404,28,357289,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
19405,28,357289,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
19407,28,357289,,New South Wales State of Parks (NSW SOP),2004,2004,,Not Reported,,,,,,,,,,,,,
16764,28,357295,,Queensland Rapid Assessment,2010,2010,,Not Reported,,,,,,,,,,,,,
16765,28,357295,,Queensland Rapid Assessment,2012,2012,,Not Reported,,,,,,,,,,,,,
19471,28,357332,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
19472,28,357332,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
19473,28,357332,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
19474,28,357332,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
19475,28,357332,,New South Wales State of Parks (NSW SOP),2004,2004,,Not Reported,,,,,,,,,,,,,
19491,28,357341,,Victoria State of Parks (Victoria SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
19492,28,357341,,Victoria State of Parks (Victoria SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
19521,28,357359,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
19522,28,357359,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
19523,28,357359,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
19524,28,357359,,New South Wales State of Parks (NSW SOP),2004,2004,,Not Reported,,,,,,,,,,,,,
19525,28,357359,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
19550,28,357369,,Victoria State of Parks (Victoria SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
19575,28,357382,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
19576,28,357382,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
19578,28,357382,,New South Wales State of Parks (NSW SOP),2004,2004,,Not Reported,,,,,,,,,,,,,
19585,28,357386,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
19586,28,357386,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
19587,28,357386,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
19588,28,357386,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
19589,28,357386,,New South Wales State of Parks (NSW SOP),2004,2004,,Not Reported,,,,,,,,,,,,,
19643,28,357401,,Queensland Rapid Assessment,2010,2010,,Not Reported,,,,,,,,,,,,,
19644,28,357401,,Queensland Rapid Assessment,2012,2012,,Not Reported,,,,,,,,,,,,,
19645,28,357402,,Queensland Rapid Assessment,2010,2010,,Not Reported,,,,,,,,,,,,,
19646,28,357402,,Queensland Rapid Assessment,2012,2012,,Not Reported,,,,,,,,,,,,,
19655,28,357408,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
19656,28,357408,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
19657,28,357408,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
19658,28,357408,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
19659,28,357408,,New South Wales State of Parks (NSW SOP),2004,2004,,Not Reported,,,,,,,,,,,,,
19660,28,357410,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
19661,28,357410,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
19662,28,357410,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
19663,28,357410,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
19664,28,357410,,New South Wales State of Parks (NSW SOP),2004,2004,,Not Reported,,,,,,,,,,,,,
19728,28,357523,,Victoria State of Parks (Victoria SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
19729,28,357523,,Victoria State of Parks (Victoria SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
19754,28,357530,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
19755,28,357530,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
19756,28,357530,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
19757,28,357530,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
19758,28,357530,,New South Wales State of Parks (NSW SOP),2004,2004,,Not Reported,,,,,,,,,,,,,
19805,28,357549,,Victoria State of Parks (Victoria SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
19839,28,357557,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
19840,28,357557,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
19841,28,357557,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
19842,28,357557,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
19844,28,357557,,New South Wales State of Parks (NSW SOP),2004,2004,,Not Reported,,,,,,,,,,,,,
19894,28,357572,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
19895,28,357572,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
19896,28,357572,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
19897,28,357572,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
19898,28,357572,,New South Wales State of Parks (NSW SOP),2004,2004,,Not Reported,,,,,,,,,,,,,
19915,28,357580,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
19916,28,357580,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
19917,28,357580,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
19918,28,357580,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
19924,28,357592,,Victoria State of Parks (Victoria SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
19936,28,357596,,Queensland Rapid Assessment,2010,2010,,Not Reported,,,,,,,,,,,,,
19937,28,357596,,Queensland Rapid Assessment,2012,2012,,Not Reported,,,,,,,,,,,,,
19959,28,357607,,New South Wales State of Parks (NSW SOP),2005,2005,,Not Reported,,,,,,,,,,,,,
19960,28,357607,,New South Wales State of Parks (NSW SOP),2007,2007,,Not Reported,,,,,,,,,,,,,
19961,28,357607,,New South Wales State of Parks (NSW SOP),2010,2010,,Not Reported,,,,,,,,,,,,,
19962,28,357607,,New South Wales State of Parks (NSW SOP),2013,2013,,Not Reported,,,,,,,,,,,,,
