evaluation,wdpa_id,ISO3,methodolog,year,url,metadata_i,name,designatio,source_dat,source_res,source_yea,source_lan,restricted,assessment
25109,398212,CHE,National Inventory,2011,Not Reported,37,Unter Weid,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25110,398213,CHE,National Inventory,2011,Not Reported,37,Unter Gisleralp,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25111,398214,CHE,National Inventory,2011,Not Reported,37,Champ Ribaud,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25112,398215,CHE,National Inventory,2011,Not Reported,37,Vorder Wissenboden,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25113,398216,CHE,National Inventory,2011,Not Reported,37,Hüenderegg,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25114,398217,CHE,National Inventory,2011,Not Reported,37,Chäserberg,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25115,398218,CHE,National Inventory,2011,Not Reported,37,Fruttwald,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25116,398219,CHE,National Inventory,2011,Not Reported,37,Schartihöreli,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25117,398220,CHE,National Inventory,2011,Not Reported,37,Obflüeweid,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25118,398221,CHE,National Inventory,2011,Not Reported,37,Sidenplangg,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25119,398222,CHE,National Inventory,2011,Not Reported,37,Maison de Commune,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25120,398223,CHE,National Inventory,2011,Not Reported,37,Gorplanggen,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25121,398224,CHE,National Inventory,2011,Not Reported,37,Sassi,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25122,398225,CHE,National Inventory,2011,Not Reported,37,Les Neigles,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25123,398226,CHE,National Inventory,2011,Not Reported,37,Butzlichöpf,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25124,398227,CHE,National Inventory,2011,Not Reported,37,Trudelingen,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25125,398228,CHE,National Inventory,2011,Not Reported,37,Montivert,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25126,398229,CHE,National Inventory,2011,Not Reported,37,Wilischwand,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25127,398230,CHE,National Inventory,2011,Not Reported,37,Sassigrat,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25128,398231,CHE,National Inventory,2011,Not Reported,37,Neirvaux,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25129,398232,CHE,National Inventory,2011,Not Reported,37,Platti,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25130,398233,CHE,National Inventory,2011,Not Reported,37,Biwaldalp,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25131,398234,CHE,National Inventory,2011,Not Reported,37,Fayaule,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25132,398235,CHE,National Inventory,2011,Not Reported,37,Schilt,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25133,398236,CHE,National Inventory,2011,Not Reported,37,Äschrüti,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25134,398237,CHE,National Inventory,2011,Not Reported,37,Vieux Châtel,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25135,398238,CHE,National Inventory,2011,Not Reported,37,Spälten,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25136,398239,CHE,National Inventory,2011,Not Reported,37,Wettmatt,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25137,398240,CHE,National Inventory,2011,Not Reported,37,Ribi,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25138,398241,CHE,National Inventory,2011,Not Reported,37,Gross Pfaffen,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25139,398242,CHE,National Inventory,2011,Not Reported,37,Corbières,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25140,398243,CHE,National Inventory,2011,Not Reported,37,Rossboden,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25141,398244,CHE,National Inventory,2011,Not Reported,37,Gampelen,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25142,398245,CHE,National Inventory,2011,Not Reported,37,La Guille,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25143,398246,CHE,National Inventory,2011,Not Reported,37,Usser Siten,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25144,398247,CHE,National Inventory,2011,Not Reported,37,Hol,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25145,398248,CHE,National Inventory,2011,Not Reported,37,Hinteren Bänder,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25146,398249,CHE,National Inventory,2011,Not Reported,37,Rüteli,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25147,398250,CHE,National Inventory,2011,Not Reported,37,Oberberg,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25148,398251,CHE,National Inventory,2011,Not Reported,37,Hinteren Bänder,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25149,398252,CHE,National Inventory,2011,Not Reported,37,Frutt,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25150,398253,CHE,National Inventory,2011,Not Reported,37,La Savoleire,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25151,398254,CHE,National Inventory,2011,Not Reported,37,Tritt,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25152,398255,CHE,National Inventory,2011,Not Reported,37,Höch Flue,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25153,398256,CHE,National Inventory,2011,Not Reported,37,Joulin,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25154,398257,CHE,National Inventory,2011,Not Reported,37,Waldegg,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25155,398258,CHE,National Inventory,2011,Not Reported,37,Gross Planggen,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25156,398259,CHE,National Inventory,2011,Not Reported,37,Venettes,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25157,398260,CHE,National Inventory,2011,Not Reported,37,Seechälen,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25158,398261,CHE,National Inventory,2011,Not Reported,37,Fryetal,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25159,398262,CHE,National Inventory,2011,Not Reported,37,Les Utsets,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25160,398263,CHE,National Inventory,2011,Not Reported,37,Les Esserts Uldry,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25161,398264,CHE,National Inventory,2011,Not Reported,37,Chüenossen,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25162,398265,CHE,National Inventory,2011,Not Reported,37,Rieter,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25163,398266,CHE,National Inventory,2011,Not Reported,37,Langsimatten,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25164,398267,CHE,National Inventory,2011,Not Reported,37,Planggen,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25165,398268,CHE,National Inventory,2011,Not Reported,37,Geren,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25166,398269,CHE,National Inventory,2011,Not Reported,37,Börtli,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25167,398270,CHE,National Inventory,2011,Not Reported,37,Oberer Nätschen,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25168,398271,CHE,National Inventory,2011,Not Reported,37,Unterer Nätschen,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25169,398272,CHE,National Inventory,2011,Not Reported,37,Mettlen,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25170,398273,CHE,National Inventory,2011,Not Reported,37,Gspender,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25171,398274,CHE,National Inventory,2011,Not Reported,37,Laui,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25172,398275,CHE,National Inventory,2011,Not Reported,37,Joggenen,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25173,398276,CHE,National Inventory,2011,Not Reported,37,Börtli,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25174,398277,CHE,National Inventory,2011,Not Reported,37,Haltenen,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25175,398278,CHE,National Inventory,2011,Not Reported,37,Bol,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25176,398279,CHE,National Inventory,2011,Not Reported,37,Ciernedon,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25177,398280,CHE,National Inventory,2011,Not Reported,37,Hinter Bergli,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25178,398281,CHE,National Inventory,2011,Not Reported,37,Gartli,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25179,398282,CHE,National Inventory,2011,Not Reported,37,Baberg,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25180,398283,CHE,National Inventory,2011,Not Reported,37,La Côte,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25181,398284,CHE,National Inventory,2011,Not Reported,37,Bärchi,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25182,398285,CHE,National Inventory,2011,Not Reported,37,Zur Gand,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25183,398286,CHE,National Inventory,2011,Not Reported,37,Gletti,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25184,398287,CHE,National Inventory,2011,Not Reported,37,Maumochy,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25185,398288,CHE,National Inventory,2011,Not Reported,37,Oberen Hütten,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25186,398289,CHE,National Inventory,2011,Not Reported,37,Geissegg,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25187,398290,CHE,National Inventory,2011,Not Reported,37,Chalberegg,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25188,398291,CHE,National Inventory,2011,Not Reported,37,Eggbergen,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25189,398292,CHE,National Inventory,2011,Not Reported,37,Löli,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25190,398293,CHE,National Inventory,2011,Not Reported,37,Plan de Tissiniva,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25191,398294,CHE,National Inventory,2011,Not Reported,37,Wandelen,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25192,398295,CHE,National Inventory,2011,Not Reported,37,Hinteren Hütten,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25193,398296,CHE,National Inventory,2011,Not Reported,37,Grande Oudèche,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25194,398297,CHE,National Inventory,2011,Not Reported,37,Ligmanig,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25195,398298,CHE,National Inventory,2011,Not Reported,37,Hüenderegg,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25196,398299,CHE,National Inventory,2011,Not Reported,37,Horlachen,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25197,398300,CHE,National Inventory,2011,Not Reported,37,Petit Croset,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25198,398301,CHE,National Inventory,2011,Not Reported,37,Chessel,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25199,398302,CHE,National Inventory,2011,Not Reported,37,Les Rontins,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25200,398303,CHE,National Inventory,2011,Not Reported,37,Uf den Oberschwänden,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25201,398304,CHE,National Inventory,2011,Not Reported,37,Äbnet,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25202,398305,CHE,National Inventory,2011,Not Reported,37,Äbnet,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25203,398306,CHE,National Inventory,2011,Not Reported,37,La Case,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25204,398307,CHE,National Inventory,2011,Not Reported,37,Schmidigberg,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25205,398308,CHE,National Inventory,2011,Not Reported,37,Razismatt,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25206,398309,CHE,National Inventory,2011,Not Reported,37,Graggi,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25207,398310,CHE,National Inventory,2011,Not Reported,37,Eierschwand,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25208,398311,CHE,National Inventory,2011,Not Reported,37,Gorplanggen,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25209,398312,CHE,National Inventory,2011,Not Reported,37,Belles Raies,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25210,398313,CHE,National Inventory,2011,Not Reported,37,Rüteli,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25211,398314,CHE,National Inventory,2011,Not Reported,37,Ob den Hegen,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25212,398315,CHE,National Inventory,2011,Not Reported,37,Platten,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25213,398316,CHE,National Inventory,2011,Not Reported,37,Friteren,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25214,398317,CHE,National Inventory,2011,Not Reported,37,Windeggen,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25215,398318,CHE,National Inventory,2011,Not Reported,37,Gitschenberg,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25216,398319,CHE,National Inventory,2011,Not Reported,37,Ahöri,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25217,398320,CHE,National Inventory,2011,Not Reported,37,Honegg,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25218,398321,CHE,National Inventory,2011,Not Reported,37,Vorderen Bänder,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25219,398322,CHE,National Inventory,2011,Not Reported,37,Rimiberg,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25220,398323,CHE,National Inventory,2011,Not Reported,37,Sagerberg,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25221,398324,CHE,National Inventory,2011,Not Reported,37,Plan Carré,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25222,398325,CHE,National Inventory,2011,Not Reported,37,Uf der Lauwi,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25223,398326,CHE,National Inventory,2011,Not Reported,37,Oberberg,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25224,398327,CHE,National Inventory,2011,Not Reported,37,Wischflüe,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25225,398328,CHE,National Inventory,2011,Not Reported,37,Schützen,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25226,398329,CHE,National Inventory,2011,Not Reported,37,Buechholz,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25227,398330,CHE,National Inventory,2011,Not Reported,37,Oberchäseren,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25228,398331,CHE,National Inventory,2011,Not Reported,37,Hanenspil,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25229,398332,CHE,National Inventory,2011,Not Reported,37,Les Dovalles,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25230,398333,CHE,National Inventory,2011,Not Reported,37,Trätter,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25231,398334,CHE,National Inventory,2011,Not Reported,37,Les Cressets,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
25232,398335,CHE,National Inventory,2011,Not Reported,37,Halten,Federal Inventory of Dry Grasslands and Pastures of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
